index,predicted-year,id
16424,2013,45747
16425,2011,18992
16426,1991,4721
16427,1994,24154
16428,2006,38984
16429,2003,58452
16430,2002,43584
16431,1974,12347
16432,2003,67749
16433,1992,23857
16434,1997,59510
16435,2009,49428
16436,1974,45394
16437,2009,37472
16438,2010,22824
16439,2011,64598
16440,1982,65527
16441,1997,73136
16442,2008,19348
16443,2008,61001
16444,1997,53885
16445,1983,19487
16446,1996,64274
16447,2000,8845
16448,1995,38974
16449,1984,7305
16450,2006,11271
16451,1987,12941
16452,2008,6077
16453,2000,16567
16454,1972,47928
16455,2007,31902
16456,1997,68569
16457,1997,12942
16458,1994,39964
16459,2010,70787
16460,2010,13725
16461,2006,22701
16462,2004,33809
16463,1970,15025
16464,1997,37487
16465,2008,3072
16466,1997,47705
16467,2000,25463
16468,2000,59569
16469,2003,18303
16470,2012,46950
16471,2000,29570
16472,2000,40485
16473,2008,45630
16474,1994,30399
16475,2003,23604
16476,2008,15821
16477,2012,15267
16478,2008,70905
16479,1974,37721
16480,1975,60956
16481,2003,60977
16482,1974,43944
16483,2013,8881
16484,2008,10471
16485,2000,10919
16486,1984,17788
16487,2000,57260
16488,2000,13640
16489,2008,3276
16490,2007,3896
16491,2005,65222
16492,2000,11239
16493,2008,62698
16494,2000,67461
16495,2006,20262
16496,2000,67710
16497,2003,36868
16498,2000,27677
16499,2000,29973
16500,1997,54731
16501,1983,63
16502,1997,15642
16503,1982,69398
16504,1997,16877
16505,1974,67062
16506,1997,73184
16507,2004,29059
16508,2008,48700
16509,1976,67890
16510,1997,61124
16511,2013,57222
16512,2013,19194
16513,1998,12379
16514,2004,5111
16515,1990,32549
16516,1986,41312
16517,1999,57273
16518,2008,67203
16519,2012,26192
16520,1985,38713
16521,2008,71665
16522,2012,74068
16523,1987,12261
16524,1986,66647
16525,1980,52457
16526,1998,31781
16527,2005,24900
16528,1973,28066
16529,2008,58456
16530,1985,53666
16531,2006,44681
16532,2003,49952
16533,2011,38720
16534,1997,50589
16535,2007,52002
16536,2013,34408
16537,2008,36965
16538,1997,12280
16539,1960,58049
16540,2013,7507
16541,2000,18760
16542,2012,6358
16543,2008,27774
16544,1991,1895
16545,2000,45629
16546,1982,40258
16547,2000,10577
16548,2000,19910
16549,2000,20210
16550,2008,34731
16551,2012,10856
16552,2008,7602
16553,2006,24889
16554,2000,67012
16555,2003,4270
16556,1984,18698
16557,1997,50395
16558,2000,29486
16559,1995,54175
16560,1997,58799
16561,2006,11643
16562,1974,39396
16563,1999,38932
16564,1992,72798
16565,2008,3802
16566,2007,37564
16567,2012,31228
16568,2000,33288
16569,2000,34887
16570,2009,15316
16571,1998,55707
16572,2007,17458
16573,2013,56581
16574,2012,49314
16575,2009,51816
16576,1982,71967
16577,2007,22523
16578,2000,38571
16579,1997,53586
16580,2008,73557
16581,1996,20929
16582,2011,25394
16583,1997,53193
16584,1972,43804
16585,1972,72082
16586,2009,37954
16587,2003,29594
16588,2010,12985
16589,1986,27732
16590,2000,44412
16591,2005,5195
16592,1984,65721
16593,1987,46396
16594,2012,55154
16595,2000,36932
16596,2011,23758
16597,2003,30347
16598,2000,34684
16599,2000,45078
16600,2000,45518
16601,1996,50753
16602,2005,25720
16603,1994,13419
16604,2003,38089
16605,2000,65626
16606,2000,45006
16607,2007,598
16608,1976,58139
16609,1991,4353
16610,2000,18281
16611,2011,72921
16612,2012,38210
16613,2007,30183
16614,1994,23310
16615,1997,40280
16616,2000,7878
16617,1982,26523
16618,1997,5731
16619,2009,59118
16620,1991,43733
16621,2000,13291
16622,2010,3128
16623,1994,1244
16624,1991,48122
16625,1992,22933
16626,2005,47176
16627,1995,45428
16628,2000,32898
16629,1991,64483
16630,2011,44260
16631,1996,56772
16632,1972,50228
16633,1982,32966
16634,2003,70598
16635,2010,26868
16636,1997,59797
16637,2004,25964
16638,1974,25086
16639,1996,19252
16640,2000,55980
16641,1990,54334
16642,2010,17807
16643,1991,717
16644,2013,7482
16645,2007,58610
16646,2007,9100
16647,2004,58256
16648,2003,63033
16649,2000,40663
16650,2008,29411
16651,2008,61986
16652,2010,44418
16653,2006,49365
16654,1974,29173
16655,1984,44342
16656,2010,24614
16657,2007,11361
16658,1992,57460
16659,1997,52670
16660,2000,34048
16661,2006,67670
16662,1977,18653
16663,1996,68418
16664,2003,59959
16665,1976,58300
16666,1982,41742
16667,2007,42597
16668,2003,40089
16669,2010,35384
16670,1984,44484
16671,2006,56034
16672,1997,18241
16673,2003,46534
16674,1974,61774
16675,2010,54073
16676,2010,2983
16677,1995,45424
16678,1994,72305
16679,2009,8937
16680,2008,39427
16681,1972,56489
16682,1972,28582
16683,2006,33401
16684,1997,15848
16685,1972,13434
16686,1994,20224
16687,1996,36561
16688,1974,10439
16689,2000,20664
16690,2000,3615
16691,1992,34669
16692,1972,53628
16693,1997,8411
16694,2006,61441
16695,1997,46492
16696,1987,681
16697,1972,63582
16698,2003,46195
16699,2003,53043
16700,2012,36537
16701,2006,62298
16702,2006,16925
16703,2008,63954
16704,2000,35409
16705,2000,40003
16706,1995,28327
16707,1960,25799
16708,2000,32402
16709,2007,48844
16710,2013,11910
16711,2013,26720
16712,1984,8842
16713,2004,53597
16714,1997,34516
16715,2000,13813
16716,2003,34625
16717,2008,58308
16718,1997,20336
16719,2000,52197
16720,2000,56116
16721,2007,18648
16722,1997,57904
16723,2000,25914
16724,1995,1186
16725,2000,50192
16726,2000,41999
16727,1997,73728
16728,2000,33844
16729,2002,69937
16730,1974,68295
16731,1960,45364
16732,2000,22804
16733,2003,56350
16734,2006,34057
16735,2000,71913
16736,1997,42572
16737,2000,34158
16738,2005,722
16739,1972,22748
16740,1997,57398
16741,2003,25346
16742,2004,51680
16743,2005,33819
16744,2008,1282
16745,2003,52606
16746,2008,71714
16747,1997,32583
16748,1997,23969
16749,2000,37431
16750,2006,15764
16751,1997,11600
16752,2007,34958
16753,1984,25390
16754,1995,46659
16755,2010,12566
16756,1997,9915
16757,2007,9271
16758,1988,43221
16759,2004,28575
16760,2000,56543
16761,1997,45358
16762,1995,21763
16763,1997,54917
16764,1986,28831
16765,2000,65369
16766,2008,59723
16767,1994,56564
16768,1997,23747
16769,2008,36775
16770,2012,73930
16771,1991,10427
16772,1995,44426
16773,1986,13904
16774,1991,14424
16775,1993,22197
16776,1997,37660
16777,2000,17177
16778,2002,55166
16779,2009,53455
16780,1997,7308
16781,1984,4048
16782,2013,53084
16783,2003,69011
16784,1960,55278
16785,2008,27375
16786,2008,13316
16787,1996,69411
16788,2008,68149
16789,2008,14263
16790,2000,40948
16791,1983,17690
16792,1995,49010
16793,2007,4389
16794,2000,3238
16795,2007,16718
16796,2013,37515
16797,2008,49907
16798,2011,32506
16799,2009,53580
16800,2009,33930
16801,2008,43175
16802,2011,17347
16803,1982,5228
16804,2000,34128
16805,2012,37091
16806,1996,22991
16807,1998,44651
16808,1984,2152
16809,1986,35528
16810,1995,14354
16811,2008,15619
16812,1997,26618
16813,1994,18329
16814,2012,30652
16815,1997,4047
16816,2008,3339
16817,1991,39810
16818,2011,3289
16819,1991,56434
16820,1984,35339
16821,2000,8628
16822,1976,71013
16823,1997,53736
16824,2000,53785
16825,2011,22323
16826,2008,42985
16827,2008,18458
16828,2003,2316
16829,1997,59242
16830,2008,66063
16831,1984,1841
16832,2010,17070
16833,2006,9999
16834,2004,5344
16835,2000,49818
16836,2012,30662
16837,2013,43788
16838,2000,5251
16839,1997,9643
16840,2008,18431
16841,1997,54708
16842,1997,31513
16843,2008,37977
16844,2008,60965
16845,1995,51253
16846,2013,19317
16847,2000,62927
16848,1999,9585
16849,2008,15294
16850,1995,60912
16851,2008,48274
16852,2000,63948
16853,1995,42729
16854,2011,23438
16855,2000,66688
16856,2006,48235
16857,1986,67316
16858,1997,14534
16859,1998,70254
16860,2011,29816
16861,2006,68825
16862,2006,13598
16863,2004,24661
16864,2000,68642
16865,1972,9707
16866,1972,57080
16867,2008,73461
16868,1996,35708
16869,2000,10679
16870,2008,25761
16871,2003,65578
16872,2008,33921
16873,2008,32804
16874,1997,47192
16875,1997,6318
16876,2005,31963
16877,1994,13030
16878,2002,48808
16879,1999,2092
16880,2012,36969
16881,2000,45495
16882,1960,52167
16883,1988,47066
16884,2010,65561
16885,2013,61937
16886,2003,69574
16887,2009,61034
16888,1987,30013
16889,2004,31700
16890,1972,31719
16891,1988,67990
16892,1974,53285
16893,1986,30416
16894,1996,33699
16895,2010,39029
16896,2007,64890
16897,1990,45152
16898,2012,49305
16899,2010,33491
16900,2000,19529
16901,2003,47402
16902,2006,16233
16903,2007,53523
16904,2000,12052
16905,2007,14009
16906,2003,18644
16907,2013,46223
16908,2008,32196
16909,2003,65633
16910,1991,35379
16911,2008,6172
16912,1991,15674
16913,1988,17564
16914,2008,7317
16915,2007,9908
16916,1980,58817
16917,1998,20998
16918,1998,67993
16919,1994,39097
16920,2013,50772
16921,2012,46890
16922,1997,35138
16923,1997,31887
16924,2005,9730
16925,2003,73206
16926,1996,20143
16927,1976,71871
16928,1995,63856
16929,2000,12318
16930,2010,55921
16931,1983,38069
16932,1993,50928
16933,2004,58034
16934,2009,6484
16935,1987,44063
16936,2000,1364
16937,2003,5902
16938,2000,71172
16939,1981,36187
16940,1995,71807
16941,2010,48731
16942,1985,5310
16943,2007,6844
16944,2000,52084
16945,2011,44432
16946,2004,72101
16947,1980,66592
16948,2010,25786
16949,2000,47070
16950,1978,38990
16951,2008,6438
16952,1995,52069
16953,2008,27593
16954,2012,30115
16955,1996,18987
16956,1994,18202
16957,1974,15345
16958,1990,70329
16959,1991,42192
16960,1987,33055
16961,2012,63943
16962,1992,39606
16963,2000,49985
16964,2000,5185
16965,1982,12721
16966,1987,3006
16967,1994,19097
16968,2003,32716
16969,2004,50298
16970,1986,42247
16971,1976,5224
16972,2000,5135
16973,2003,937
16974,2010,54384
16975,2003,73239
16976,2013,4364
16977,1972,43122
16978,2003,9403
16979,1984,14344
16980,1982,58143
16981,2008,13961
16982,2013,44135
16983,2008,63437
16984,1996,43471
16985,2006,3553
16986,1997,40990
16987,2006,38668
16988,1996,53031
16989,2003,62823
16990,2008,4543
16991,2003,49096
16992,2010,47998
16993,2000,71055
16994,2000,61802
16995,2011,40234
16996,1997,23678
16997,2007,9982
16998,2011,55564
16999,1991,48137
17000,2000,41641
17001,1974,56070
17002,2007,23072
17003,2008,49831
17004,2000,1811
17005,1996,54513
17006,2000,24611
17007,2003,73025
17008,2004,52889
17009,2011,49743
17010,2007,22529
17011,2007,55133
17012,2003,63670
17013,2008,57205
17014,1995,30271
17015,2002,63454
17016,2000,65176
17017,1982,43505
17018,1997,15525
17019,2009,70227
17020,2013,38307
17021,1991,30493
17022,2000,36176
17023,2003,15839
17024,1997,42425
17025,2000,49982
17026,2000,48259
17027,1997,57350
17028,2008,24825
17029,2012,37506
17030,1996,52880
17031,2009,60601
17032,1997,70850
17033,1999,37910
17034,1997,63333
17035,1982,31597
17036,1994,67130
17037,1988,4146
17038,1996,8626
17039,2010,70366
17040,1993,48282
17041,1977,67216
17042,2003,54244
17043,2000,49731
17044,1991,10336
17045,1976,64398
17046,2000,46390
17047,2000,63377
17048,2005,40528
17049,2013,14100
17050,2000,3542
17051,1991,37589
17052,2008,15966
17053,2003,54259
17054,2011,33758
17055,1987,39163
17056,2008,31296
17057,2009,21978
17058,2008,60505
17059,2007,71601
17060,2003,54688
17061,1997,37796
17062,1976,43923
17063,1997,13723
17064,2013,69441
17065,1987,70359
17066,2000,29787
17067,2009,11311
17068,1993,14095
17069,2000,56576
17070,1981,49799
17071,2000,16419
17072,1991,5150
17073,2013,52268
17074,2012,40864
17075,2003,25538
17076,1995,21128
17077,2003,65413
17078,1994,11020
17079,2012,35522
17080,2000,25762
17081,2009,23325
17082,2012,16407
17083,2000,34564
17084,2006,1693
17085,1992,42204
17086,1995,30683
17087,2013,69279
17088,2000,23774
17089,1997,18577
17090,2011,73403
17091,1997,69985
17092,2000,69956
17093,1997,67837
17094,1988,63083
17095,1986,28077
17096,2000,42063
17097,1980,24274
17098,2011,42638
17099,2008,72405
17100,1985,10770
17101,2008,57635
17102,2009,64711
17103,1987,19406
17104,1986,71629
17105,2004,61942
17106,1995,41553
17107,1997,25113
17108,2003,57248
17109,2010,64803
17110,1994,48248
17111,2009,49000
17112,2005,66305
17113,1990,28685
17114,2000,32864
17115,2012,63907
17116,2012,60405
17117,2003,42110
17118,2000,28525
17119,1965,7626
17120,1997,1989
17121,2000,50820
17122,2003,8214
17123,2008,61544
17124,2000,32714
17125,1991,67994
17126,2000,6818
17127,1996,58594
17128,1991,24898
17129,1998,51124
17130,1997,8484
17131,1991,6804
17132,2008,35355
17133,1972,10500
17134,1997,14325
17135,2006,60006
17136,2004,66008
17137,1997,58759
17138,1982,57409
17139,1976,16879
17140,1984,42683
17141,2012,72356
17142,2007,16561
17143,1999,14422
17144,1988,278
17145,1991,63716
17146,1995,23477
17147,2004,43564
17148,2004,46669
17149,2008,57030
17150,1972,24121
17151,2012,17793
17152,1995,10663
17153,1997,44873
17154,2005,63577
17155,2013,61414
17156,2000,4761
17157,1991,70423
17158,2004,56161
17159,2009,65352
17160,2012,26475
17161,1987,37417
17162,2010,11156
17163,2003,40584
17164,1960,59389
17165,1991,12921
17166,1993,38019
17167,1974,15692
17168,1974,7147
17169,1986,52200
17170,2012,5139
17171,2000,25148
17172,1994,6811
17173,1974,58561
17174,2000,58541
17175,1997,47903
17176,2012,40764
17177,2004,46043
17178,2008,67022
17179,1997,51258
17180,2012,42558
17181,2002,55031
17182,2000,17195
17183,2004,9089
17184,1986,42731
17185,2000,13753
17186,1997,60342
17187,2003,61748
17188,2008,30590
17189,2009,54520
17190,1976,52093
17191,2003,45807
17192,1983,11537
17193,2010,64095
17194,1986,56261
17195,1984,51297
17196,1995,71200
17197,1997,54763
17198,1991,18810
17199,1990,13016
17200,2000,10983
17201,2000,11805
17202,2004,20571
17203,1997,52496
17204,1997,48814
17205,2008,24541
17206,2003,18681
17207,1997,20019
17208,2000,65665
17209,1986,70030
17210,2003,27936
17211,1994,22442
17212,1987,27498
17213,2007,39535
17214,2003,41844
17215,2004,15145
17216,2000,47383
17217,1997,53781
17218,1994,534
17219,1991,21689
17220,2009,68482
17221,2011,30863
17222,1992,10347
17223,2012,46465
17224,2008,47438
17225,2010,35631
17226,2003,62439
17227,1996,63613
17228,2012,35521
17229,2008,20104
17230,2007,41650
17231,2000,634
17232,2013,63104
17233,1990,72377
17234,2012,26468
17235,1997,62679
17236,1990,54507
17237,2000,68462
17238,2003,21140
17239,2000,16476
17240,2000,63492
17241,2013,20408
17242,2008,29209
17243,2009,51158
17244,2008,28963
17245,1997,30487
17246,1991,31486
17247,2000,56145
17248,2000,55326
17249,2013,38103
17250,2008,22045
17251,1994,67245
17252,2000,60909
17253,2003,59471
17254,2000,56018
17255,1999,30265
17256,2003,68749
17257,2003,60784
17258,1995,60435
17259,1997,6509
17260,1993,1011
17261,2003,22247
17262,1987,67077
17263,2008,7754
17264,2003,10322
17265,2008,56605
17266,2002,60622
17267,2000,46433
17268,2000,62708
17269,2005,47189
17270,2003,7993
17271,1995,11490
17272,1984,33388
17273,2000,23051
17274,2000,805
17275,2010,33717
17276,2000,17603
17277,2000,21563
17278,1998,53017
17279,2010,52072
17280,1986,8295
17281,1997,61090
17282,2004,69019
17283,1997,39126
17284,1982,35809
17285,2007,13125
17286,1998,31926
17287,1976,46799
17288,2000,57311
17289,1996,12834
17290,2002,29367
17291,1994,55555
17292,2008,27913
17293,2000,24584
17294,2010,10011
17295,1976,2935
17296,1991,30360
17297,1971,19987
17298,1998,19708
17299,2008,35235
17300,2008,59884
17301,2006,70397
17302,1997,71626
17303,1990,49210
17304,2013,52584
17305,1996,55392
17306,1990,69229
17307,2000,74225
17308,2005,51776
17309,1987,12732
17310,2012,1415
17311,1995,31280
17312,1996,6398
17313,1990,69729
17314,1982,32968
17315,1995,61159
17316,1997,52428
17317,1997,10995
17318,2010,40015
17319,1995,28069
17320,2000,16980
17321,1997,73654
17322,1997,24462
17323,2000,44292
17324,2012,11621
17325,2008,45800
17326,2000,41166
17327,2011,52282
17328,1979,64552
17329,2010,15327
17330,2008,32586
17331,2008,17428
17332,2006,10665
17333,2000,69027
17334,1994,72543
17335,2013,36687
17336,2000,10642
17337,1997,54992
17338,2013,42486
17339,2000,44750
17340,2013,54758
17341,1997,9636
17342,2000,19513
17343,2004,51542
17344,2004,41756
17345,1983,24702
17346,2008,53811
17347,2008,58392
17348,2013,19470
17349,1997,26364
17350,2004,66439
17351,2007,37856
17352,1995,34732
17353,2010,27503
17354,1997,24758
17355,2009,67622
17356,1993,33784
17357,2003,966
17358,2007,43884
17359,2007,25743
17360,1997,17039
17361,2000,54410
17362,2000,50568
17363,1996,66312
17364,2013,4751
17365,1976,20257
17366,2000,63584
17367,2008,33743
17368,2000,70448
17369,2009,9701
17370,2004,26991
17371,2008,63202
17372,2004,26256
17373,2006,68000
17374,2000,2778
17375,1991,15910
17376,2008,69566
17377,2000,25438
17378,2008,28414
17379,2003,22866
17380,2008,59780
17381,2008,67121
17382,1997,71324
17383,2008,54932
17384,2003,61513
17385,2003,72056
17386,1990,626
17387,2000,74228
17388,2008,26296
17389,1981,26389
17390,1988,27070
17391,1974,65084
17392,1991,3377
17393,1974,39746
17394,1990,27230
17395,1991,21075
17396,2007,52890
17397,2003,17094
17398,1991,71594
17399,2003,71557
17400,1974,60818
17401,1996,70823
17402,2005,40004
17403,2008,41652
17404,2012,39086
17405,2007,73658
17406,2004,64163
17407,2000,65602
17408,1986,42238
17409,2005,2236
17410,1965,36103
17411,2008,24380
17412,1974,36278
17413,1996,58145
17414,1965,20462
17415,2009,28386
17416,2000,24994
17417,2000,61144
17418,1982,68730
17419,2000,39198
17420,2000,54147
17421,1998,28426
17422,1992,69475
17423,2007,71375
17424,2013,2129
17425,1995,74127
17426,2007,28625
17427,2008,34412
17428,2012,15931
17429,2003,33374
17430,2005,56394
17431,1995,19703
17432,2011,53219
17433,2012,65327
17434,2010,53346
17435,2007,26009
17436,2007,9862
17437,2000,63565
17438,2007,15762
17439,2003,47203
17440,1997,35770
17441,1996,15121
17442,1995,12463
17443,2000,50823
17444,1973,27664
17445,2012,14260
17446,2004,40434
17447,1974,4600
17448,1991,42368
17449,2008,62271
17450,2009,23202
17451,2006,22301
17452,2000,3731
17453,2010,49603
17454,1997,23009
17455,2008,71303
17456,1984,28810
17457,2000,38280
17458,2003,52089
17459,2008,56629
17460,1984,22198
17461,1974,66719
17462,1976,54338
17463,1982,38236
17464,1972,2516
17465,1996,42260
17466,1983,70596
17467,2012,4586
17468,2013,37466
17469,2008,45356
17470,2003,53945
17471,2000,26057
17472,1974,16543
17473,1997,17403
17474,2008,31860
17475,1987,15489
17476,1997,1141
17477,2006,51309
17478,2000,57484
17479,2003,49617
17480,2008,73860
17481,2003,2494
17482,2010,19247
17483,1982,33540
17484,1995,51600
17485,2013,43356
17486,1997,8458
17487,2007,1568
17488,2000,46183
17489,2008,23924
17490,2003,40325
17491,2003,42044
17492,2010,69943
17493,2006,35819
17494,2010,31357
17495,1991,46613
17496,2012,34682
17497,2007,57697
17498,1972,56438
17499,1986,52985
17500,1997,54683
17501,1990,70269
17502,1999,32795
17503,1974,17370
17504,2003,4632
17505,2013,68421
17506,2000,15598
17507,2010,61258
17508,2003,6207
17509,2011,65378
17510,1960,71300
17511,1972,12502
17512,1974,67717
17513,1997,56693
17514,2003,41751
17515,1997,50969
17516,2007,73882
17517,1999,4603
17518,1995,17742
17519,1992,27436
17520,2003,28504
17521,2000,60136
17522,2005,68399
17523,2003,43385
17524,2007,66700
17525,1991,3600
17526,2009,44483
17527,2012,59647
17528,2000,50158
17529,1982,47854
17530,1997,24802
17531,2008,57789
17532,2012,21406
17533,2000,44256
17534,2000,40644
17535,2012,61309
17536,2008,27741
17537,1997,6630
17538,2000,34568
17539,1976,43092
17540,1978,16979
17541,2008,7576
17542,1992,7140
17543,1971,41536
17544,2007,69406
17545,2000,3787
17546,2007,27100
17547,2008,59317
17548,1974,29627
17549,1984,60393
17550,2000,14165
17551,2006,73086
17552,1971,50400
17553,2010,46866
17554,1980,46683
17555,2003,6768
17556,2003,14407
17557,1991,34880
17558,1982,71612
17559,2013,45250
17560,1997,73226
17561,1986,1742
17562,2013,5005
17563,1997,24775
17564,1991,6283
17565,2008,27214
17566,2011,67124
17567,2010,11092
17568,2003,26774
17569,2008,70085
17570,2004,43941
17571,2006,23154
17572,2011,46497
17573,1991,8286
17574,1987,440
17575,2003,68597
17576,2007,62330
17577,1972,56586
17578,2008,32943
17579,2005,5218
17580,1974,25030
17581,2003,44650
17582,1990,46078
17583,2012,26840
17584,1980,22971
17585,1991,26305
17586,1991,25368
17587,2008,41542
17588,2013,47053
17589,1974,41962
17590,1997,19682
17591,1998,41775
17592,1996,70788
17593,2013,53209
17594,2009,58892
17595,2000,18594
17596,2004,16971
17597,1970,50231
17598,2007,12801
17599,2003,29463
17600,2000,20005
17601,2005,64917
17602,2000,7722
17603,1991,33485
17604,1987,50791
17605,2007,70969
17606,1976,56678
17607,1994,43622
17608,1997,25654
17609,2004,35084
17610,2012,6508
17611,2013,14139
17612,2000,23799
17613,1994,33108
17614,2000,18566
17615,1984,26692
17616,2012,58324
17617,2008,25460
17618,2012,60991
17619,1983,30779
17620,1960,70014
17621,1984,71199
17622,2009,58519
17623,2008,53912
17624,2008,66554
17625,1997,32479
17626,2003,20175
17627,2000,30284
17628,1991,69243
17629,2003,2280
17630,1997,12814
17631,2009,13258
17632,1980,11079
17633,2003,35625
17634,2004,6580
17635,1996,13720
17636,1995,27433
17637,2003,57029
17638,1990,42224
17639,1990,15859
17640,1987,62691
17641,2000,29320
17642,1974,53438
17643,2009,57917
17644,2008,46773
17645,2013,48055
17646,1991,34838
17647,2005,47896
17648,1997,20201
17649,1997,44936
17650,2010,29699
17651,1974,57860
17652,2006,5474
17653,1977,26617
17654,2013,34421
17655,2006,64113
17656,2013,56710
17657,1997,21684
17658,2000,36766
17659,1999,52251
17660,2010,42648
17661,2000,47255
17662,1986,24396
17663,2003,46151
17664,2003,27867
17665,1990,1199
17666,2013,49560
17667,1974,32360
17668,1994,35460
17669,1970,17993
17670,2003,70695
17671,1987,21279
17672,2008,32359
17673,2012,57469
17674,2000,16138
17675,2010,14072
17676,2003,57739
17677,1997,38491
17678,1997,31153
17679,2000,26059
17680,1995,25849
17681,2000,34557
17682,1995,71976
17683,1960,21854
17684,2013,34096
17685,2000,20812
17686,2000,65496
17687,2004,54965
17688,2000,11804
17689,1995,3250
17690,2004,49811
17691,1972,31287
17692,2008,39914
17693,2010,40166
17694,1997,40936
17695,2010,44180
17696,1992,52244
17697,1997,46969
17698,1976,61734
17699,1998,59614
17700,1990,44606
17701,2006,30823
17702,2010,44819
17703,1972,67963
17704,2008,65525
17705,2008,9551
17706,1976,25808
17707,1980,46152
17708,2006,43886
17709,1997,68802
17710,2008,71527
17711,2008,25731
17712,2000,18242
17713,2005,59825
17714,1980,9076
17715,1996,18311
17716,2000,48569
17717,2006,17005
17718,1991,22276
17719,2000,25773
17720,2008,71698
17721,2010,28834
17722,2008,53190
17723,1987,38031
17724,1997,67051
17725,1983,22160
17726,2013,55376
17727,2008,6938
17728,2013,32425
17729,2000,824
17730,2008,64621
17731,2000,53316
17732,2011,27233
17733,2012,28238
17734,1997,1851
17735,2000,2146
17736,2008,47806
17737,1991,6316
17738,2006,53807
17739,2003,68167
17740,1961,27984
17741,2006,14373
17742,2000,5623
17743,2003,19649
17744,2000,510
17745,2000,48212
17746,2009,70676
17747,2006,37762
17748,1974,19418
17749,2000,73692
17750,1990,47240
17751,1997,66523
17752,1998,45822
17753,2000,18525
17754,1996,50286
17755,2012,53760
17756,1987,230
17757,1998,52196
17758,2000,42151
17759,1997,58921
17760,1960,57589
17761,2000,42588
17762,2010,57572
17763,1982,49832
17764,2009,14700
17765,2000,29900
17766,2003,2126
17767,2000,27722
17768,1997,71483
17769,2000,29727
17770,2012,15890
17771,1998,62249
17772,1997,46989
17773,1995,53153
17774,2012,6817
17775,2004,19010
17776,2008,71987
17777,1974,36309
17778,2000,68494
17779,2005,25728
17780,1984,19268
17781,2003,44230
17782,1994,50950
17783,2000,29188
17784,1996,14149
17785,1997,2231
17786,1997,53745
17787,2008,12294
17788,1997,26515
17789,2010,38650
17790,2000,61984
17791,2003,57247
17792,1997,48981
17793,2003,24886
17794,2003,43688
17795,1982,72664
17796,1997,35842
17797,1990,25985
17798,1994,7490
17799,2013,15434
17800,1998,34573
17801,2009,12111
17802,1997,69819
17803,1991,55680
17804,2003,50861
17805,2010,54251
17806,1995,41823
17807,2010,9374
17808,2000,38824
17809,2000,67390
17810,1972,56569
17811,1960,16776
17812,1987,68890
17813,2003,40971
17814,2003,62322
17815,1974,62786
17816,1997,55020
17817,1984,20147
17818,2000,51728
17819,2007,9901
17820,2008,17364
17821,1992,40639
17822,1997,34930
17823,2008,31676
17824,1979,54614
17825,1990,66716
17826,2013,3808
17827,2008,49123
17828,2003,40912
17829,1986,46397
17830,2000,2312
17831,1960,48803
17832,2009,42838
17833,1974,54593
17834,2000,17526
17835,1992,68829
17836,1997,25293
17837,2012,2206
17838,2007,21726
17839,1994,19608
17840,2013,40101
17841,2008,23875
17842,1997,18404
17843,2006,58340
17844,1974,26512
17845,2000,60030
17846,2013,45019
17847,2007,10568
17848,2008,31170
17849,2009,14264
17850,1984,64501
17851,2006,31105
17852,2000,22585
17853,1991,60130
17854,1979,67925
17855,2000,3859
17856,1995,30914
17857,2006,46227
17858,1997,32568
17859,1968,16488
17860,2008,21536
17861,2008,30244
17862,2012,62811
17863,2003,39366
17864,2004,41557
17865,1988,64149
17866,1997,60146
17867,1990,51006
17868,2000,43987
17869,2013,2693
17870,1984,30521
17871,1984,38921
17872,2000,5119
17873,2013,58065
17874,1991,42856
17875,2012,42329
17876,2012,48768
17877,1991,62336
17878,2000,52988
17879,1984,3754
17880,1997,6833
17881,2007,54263
17882,1997,20703
17883,2008,45160
17884,2008,47088
17885,2003,44882
17886,2013,44112
17887,1987,49914
17888,1986,54667
17889,2000,53194
17890,1972,4686
17891,1987,52023
17892,1988,1021
17893,2000,18873
17894,1995,9196
17895,2008,27415
17896,1985,63949
17897,1984,73399
17898,1982,31972
17899,2000,41565
17900,1976,15888
17901,1997,58309
17902,1990,69259
17903,1974,27977
17904,1976,9159
17905,2009,3242
17906,1994,10752
17907,2000,63802
17908,2009,19699
17909,1993,22852
17910,2000,43710
17911,2012,6715
17912,2003,20219
17913,1974,63549
17914,1997,27980
17915,2010,50590
17916,2002,49509
17917,2008,73965
17918,1991,22946
17919,2012,34654
17920,1994,42265
17921,2013,13766
17922,1988,3014
17923,2008,65734
17924,2002,16084
17925,1987,18942
17926,1990,57076
17927,2010,20885
17928,1995,51551
17929,2013,43526
17930,1960,31873
17931,2007,3676
17932,1998,33402
17933,2008,22091
17934,2000,62278
17935,1972,46793
17936,2003,6567
17937,1990,41071
17938,2000,58361
17939,2010,18649
17940,2011,6356
17941,1998,28144
17942,1990,50052
17943,1983,34782
17944,2000,62462
17945,1985,13040
17946,1984,45102
17947,2000,50115
17948,1997,26555
17949,2010,11111
17950,2006,32435
17951,2012,30488
17952,2012,2502
17953,1999,56622
17954,2010,7901
17955,1986,26992
17956,2000,25719
17957,1976,72929
17958,2005,65860
17959,1997,54020
17960,2007,69924
17961,2008,9713
17962,1997,12348
17963,1996,32713
17964,2006,54174
17965,1991,24786
17966,2003,41122
17967,2003,43390
17968,1984,10305
17969,2008,71355
17970,2007,27550
17971,2006,61704
17972,2003,19037
17973,2003,55621
17974,1998,27889
17975,1990,72996
17976,1996,21665
17977,2003,27960
17978,1974,192
17979,1997,5811
