"","count","RR2","expected","RR1","DistanceToRadar","Composite","HybridScan","HydrometeorType","Kdp","RadarQualityIndex","RR3","Reflectivity","ReflectivityQC","RhoHV","Velocity","Zdr","LogWaterVolume","MassWeightedMean","MassWeightedSD","Expected"
"520","566",NA,0,0,52,NA,NA,8,0,0,NA,0.642857142857143,NA,0.631190428571429,-2.64285714285714,4.40178571428571,NA,NA,NA,0
"521","567",1.317401,0,0.204595677419355,44.0322580645161,NA,NA,7.51612903225806,0,225.960403067742,NA,16.2096774193548,NA,1.00295783870968,NA,0.995967741935484,NA,NA,NA,0
"522","568",NA,0,0,81,NA,NA,8,0,0.149495255384615,NA,-2.5,NA,0.848077769230769,NA,2.26442307692308,NA,NA,NA,0
"523","569",5.50432372222222,12.2,3.85146445833333,50.5833333333333,NA,NA,8.70833333333333,0,125.531690458333,NA,26.0208333333333,NA,-12486.99437425,-12492.6875,-12487.3854166667,NA,NA,NA,12.2
"525","570",NA,0,0,97,NA,NA,8,0,999,NA,-8.08333333333333,NA,0.437777833333333,2.66666666666667,3.10416666666667,NA,NA,NA,0
"526","571",NA,0,0,16,NA,NA,8,0,999,NA,8,NA,0.51,-99901,5.53125,NA,NA,NA,0
"527","572",NA,0.3,0,99,NA,NA,9,0,0.438723333333333,NA,1.16666666666667,NA,0.947223333333333,-5.16666666666667,1.125,NA,NA,NA,0.3
"528","573",4.61325285714286,2,0.966913103448276,76,NA,NA,4.55172413793103,0,35.2850356517241,NA,26.2068965517241,NA,0.871092137931034,NA,1.51508620689655,NA,NA,NA,2
"529","574",0.1984965,0.5,0.309818,48.2,15.6,15.3,9,0,0.75906,NA,15.6,15.6,1.0276686,NA,0.15,-12.60668311312,1.647137644038,0.6496192104046,0.5
"530","575",NA,0,0,42,NA,NA,8,0,0,NA,-4,NA,0.845,NA,4.5625,NA,NA,NA,0
"531","576",0.754225714285714,0.3,0.229546956521739,32.5652173913044,17.2173913043478,14.304347826087,1.1304347826087,0,0.936881217391304,NA,15.4347826086957,15.4347826086957,0.990072565217391,-3.21739130434783,0.423913043478261,NA,NA,NA,0.3
"532","577",2.71761,0,0.140633333333333,83.2,NA,NA,7.66666666666667,0,66.85872696,NA,16.2,NA,-6659.34311086667,NA,-6656.37083333333,NA,NA,NA,0
"533","578",1.61843564285714,1,0.759989379310345,18.8965517241379,NA,NA,8.89655172413793,0,35.1387047,NA,23.1034482758621,NA,0.945689655172414,NA,0.515086206896552,NA,NA,NA,1
"534","579",NA,0,0,84,NA,NA,8,0,0.2711635,NA,3.5,NA,0.7466665,-17.6666666666667,3.47916666666667,NA,NA,NA,0
"536","580",NA,0,0,37,NA,NA,8,0,999,NA,2,NA,0.671667,NA,-2.6875,NA,NA,NA,0
"537","581",NA,0,0,75.5,14.875,NA,2.75,0,250.47760625,NA,7.125,NA,1.03583425,0,2.046875,NA,NA,NA,0
"538","582",NA,0,0,21,NA,NA,8,0,999,NA,8,NA,1.05167,-99901,7.9375,NA,NA,NA,0
"539","583",NA,0,0,81,NA,NA,8,0,999,NA,-1.25,NA,0.703333,-8.75,0.375,NA,NA,NA,0
"540","584",NA,0,0,53,NA,NA,8.83333333333333,0,499.854742833333,NA,17.75,NA,1.02444566666667,NA,1.84375,NA,NA,NA,0
"541","585",NA,0,0,49,NA,NA,8,0,832.5,NA,3.41666666666667,NA,0.871111166666667,-3.16666666666667,-0.0104166666666667,NA,NA,NA,0
"542","586",NA,0,0,43,NA,NA,8,0,90.873669,NA,12.2272727272727,NA,0.729545545454545,-4.77272727272727,3.14204545454545,NA,NA,NA,0
"543","587",1.104759,0.5,0.588613333333333,19,NA,NA,7.33333333333333,0,84.1176969166667,NA,19.5416666666667,NA,0.9794445,NA,0.442708333333333,NA,NA,NA,0.5
"544","588",NA,0,0,73,NA,NA,8,0,0.15,NA,11.5,NA,-99903,-99903,-99903,NA,NA,NA,0
"545","589",NA,0,0,82,NA,NA,8,0,999,NA,-12,NA,1.05167,NA,3,NA,NA,NA,0
"547","590",0.368595,0,0.046074375,23,NA,NA,4.5,0,125.360092625,NA,11.25,NA,0.99583375,NA,0.3125,NA,NA,NA,0
"548","591",NA,0,0,54,-6.5,NA,8,0,999,NA,-6.5,NA,1.05167,-10,-1.125,NA,NA,NA,0
"549","592",NA,0,0,88,NA,NA,8,0,0.125856528571429,NA,8.28571428571429,NA,NA,-5.71428571428571,NA,NA,NA,NA,0
"550","593",0.306953,0,0.038369125,47.625,15.1875,NA,7.875,0,499.944235875,NA,16.1875,NA,-49950.99125,NA,-49950.9296875,NA,NA,NA,0
"551","594",NA,0.3,0,93,NA,NA,8,0,333.1041093,NA,-5.83333333333333,NA,0.847223333333333,NA,1.80208333333333,NA,NA,NA,0.3
"552","595",NA,0.3,0,92,NA,NA,8,0,0.102476,NA,6,NA,0.74,NA,0.78125,NA,NA,NA,0.3
"553","596",NA,0,0,95,NA,NA,8,0,0,NA,-6.16666666666667,NA,0.756667166666667,-1.41666666666667,2.32291666666667,NA,NA,NA,0
"554","597",NA,0,0,13,NA,NA,8,0,0.0627292166666667,NA,6.58333333333333,NA,0.587777833333333,-0.333333333333333,0.885416666666667,NA,NA,NA,0
"555","598",NA,0,0,8,NA,NA,8,0,999,NA,20.1666666666667,NA,0.762222166666667,-7.83333333333333,3.32291666666667,NA,NA,NA,0
"556","599",NA,0,0,67,13.5,NA,8.5,0,0.8779725,NA,12.25,12.25,1.05167,NA,0.75,-13.7684663642,1.92655585297,0.7806811181145,0
"559","600",NA,0,0,51,NA,NA,7.84210526315789,0,0.250948268421053,NA,1.02631578947368,NA,0.842719473684211,NA,1.39473684210526,NA,NA,NA,0
"560","601",NA,0,0,53,NA,NA,8,0,999,NA,11,NA,1.01833,NA,-2.75,NA,NA,NA,0
"561","602",NA,0,0,44,NA,NA,8,0,999,NA,-2.5,NA,0.841667,-8.5,-0.0625,NA,NA,NA,0
"562","603",NA,0,0,18,NA,NA,8,0,0,NA,-6,NA,1.05167,NA,7.04166666666667,NA,NA,NA,0
"563","604",NA,0,0,49,NA,NA,8,0,0,NA,10.5,-99903,0.711667,NA,0.125,NA,NA,NA,0
"564","605",NA,0,0,32,15.5,10,9.5,0,0.938715,NA,12.75,12.75,1.043335,NA,1.875,NA,NA,NA,0
"565","606",NA,0,0,69,NA,NA,8,0,399.63403792,NA,6.1,NA,NA,-99901,NA,NA,NA,NA,0
"566","607",NA,0,0,33,NA,NA,8,0,999,NA,15,NA,NA,-99901,NA,NA,NA,NA,0
"567","608",NA,0,0,27,NA,NA,7.66666666666667,0,166.66904995,NA,3.66666666666667,NA,0.647222166666667,-1,1.71875,NA,NA,NA,0
"568","609",NA,0,0,18,NA,NA,8,0,111.1523177,NA,13.5,NA,0.590185111111111,9.55555555555556,1.75694444444444,NA,NA,NA,0
"570","610",4.54290824,2.5,2.2911945,66.0789473684211,28.6447368421053,28.3157894736842,9.63157894736842,0,263.631398473684,NA,28.3421052631579,28.3421052631579,-26289.5517540789,NA,-26290.0953947368,NA,NA,NA,2.5
"571","611",NA,0,0,57,NA,NA,8,0,999,NA,7.5,NA,0.985,NA,3.75,NA,NA,NA,0
"572","612",NA,0,0,92,NA,NA,8,0,999,NA,9.83333333333333,NA,0.466666666666667,-4.08333333333333,-0.822916666666667,NA,NA,NA,0
"573","613",NA,0,0,78,NA,NA,8,0,999,NA,4,NA,1.05167,-2.5,0,NA,NA,NA,0
"574","614",NA,0,0,52.1666666666667,NA,NA,8,0,83.34971205,NA,2.58333333333333,NA,0.595000083333333,NA,1.21354166666667,NA,NA,NA,0
"575","615",NA,0,0,42,NA,NA,8,0,749.26709785,NA,-0.25,NA,1.02916925,NA,4.734375,NA,NA,NA,0
"576","616",0.28849175,3,0.328752625,79,19.8125,19.5625,7.125,0,0.970622625,2.45883625,19.8125,19.8125,1.014166625,-99901,1.265625,-12.4304255440375,2.06594875749,0.815455220302375,3
"577","617",0.36846975,0,0.0640816956521739,36.6521739130435,11.4347826086957,NA,6.26086956521739,0,0.833742260869565,NA,10.304347826087,NA,0.955870391304348,NA,0.692934782608696,NA,NA,NA,0
"578","618",NA,0,0,70,NA,NA,8,0,333.041856533333,NA,1.33333333333333,NA,0.743888666666667,NA,2.47916666666667,NA,NA,NA,0
"579","619",NA,0,0,44,NA,NA,8,0,0,NA,10,NA,0.971667,NA,-1.75,NA,NA,NA,0
"581","620",NA,0,0,78,NA,NA,8,0,166.547641866667,NA,7.83333333333333,NA,NA,NA,NA,NA,NA,NA,0
"582","621",NA,0,0,10.5,NA,NA,7.5625,0,0.35542870625,NA,9.4375,NA,0.856458875,-12486.34375,2.7109375,NA,NA,NA,0
"583","622",NA,0,0,25.8,NA,NA,7.6,0,299.82153807,NA,10.85,NA,0.737334,NA,4.075,NA,NA,NA,0
"584","623",NA,0,0,55,NA,NA,8,0,0,NA,9,NA,0.752142714285714,2.28571428571429,2.13392857142857,NA,NA,NA,0
"585","624",1.3998122173913,0.8,NA,73.3333333333333,NA,NA,5.33333333333333,0,24.7123438571429,NA,21.8214285714286,NA,0.980159333333333,-28546.0595238095,0.22172619047619,NA,NA,NA,0.8
"586","625",3.18850485714286,2,1.87182997368421,32.0789473684211,NA,NA,7.15789473684211,0,27.1864830128947,NA,25.1973684210526,NA,0.976930131578947,-36796.2894736842,0.498355263157895,NA,NA,NA,2
"587","626",1.34402577777778,3,0.719482891891892,74.4594594594595,NA,NA,3.78378378378378,0,54.8907648108108,NA,21.9864864864865,NA,0.994820027027027,NA,0.300675675675676,NA,NA,NA,3
"588","627",0.472197588888889,0,0.502067133333333,72.3333333333333,NA,NA,5.93333333333333,0,134.033067866667,NA,15.1333333333333,NA,1.0034458,NA,0.933333333333333,NA,NA,NA,0
"589","628",NA,0,0,52,NA,NA,8,0,0.0163834333333333,NA,25.0833333333333,NA,0.805555666666667,-5.08333333333333,0.53125,NA,NA,NA,0
"590","629",NA,0,0,43,NA,NA,7.71428571428571,0,0.226155221428571,NA,-3.32142857142857,NA,0.818571428571429,NA,-0.629464285714286,NA,NA,NA,0
"592","630",NA,0,0,10,NA,NA,8,0,0,NA,-4,-99903,0.75166575,3,2.90625,NA,NA,NA,0
"593","631",NA,0,0,33,NA,NA,8,0,499.960501,NA,10,NA,1.03,-99901,2.75,NA,NA,NA,0
"594","632",NA,0,0,56,NA,NA,8,0,0,NA,8.5,NA,0.479285857142857,-3.78571428571429,0.883928571428571,NA,NA,NA,0
"595","633",NA,0,0,83,NA,NA,8,0,999,NA,-1.5,NA,0.845,NA,4.6875,NA,NA,NA,0
"596","634",NA,0,0,82,6.2,NA,10.6,0,0.9323782,NA,6.2,6.2,0.991666,-1.8,1.1625,NA,NA,NA,0
"597","635",NA,0,0,66,NA,NA,8,0,999,NA,4,NA,1.05167,NA,7.375,NA,NA,NA,0
"598","636",NA,0,0,69,NA,NA,8,0,0,NA,-2,NA,0.581667,-1,6.5,NA,NA,NA,0
"599","637",NA,0,0,31,NA,NA,8,0,0.117816,NA,16,NA,0.961667,2,3.625,NA,NA,NA,0
"600","638",NA,0,NA,90,NA,NA,8,0,0.0358493909090909,NA,-2.72727272727273,NA,0.766212,NA,3.97727272727273,NA,NA,NA,0
"601","639",NA,0,0,72,NA,NA,8,0,0,NA,1.95833333333333,-99903,0.60944475,NA,2.39583333333333,NA,NA,NA,0
"603","640",NA,0,0,47.75,NA,NA,8,0,249.847203775,NA,2,NA,0.96416925,NA,3.390625,NA,NA,NA,0
"604","641",NA,0,0,45,NA,NA,8.0625,0,624.62316575,NA,5.71875,NA,0.7027085,NA,-0.7734375,NA,NA,NA,0
"605","642",NA,0,0,81,NA,NA,8,0,166.744917433333,NA,-2.58333333333333,NA,0.827222833333333,1.33333333333333,-0.125,NA,NA,NA,0
"606","643",NA,0,0,19,NA,NA,8,0,0,NA,15.125,-99903,0.38875,NA,-2.66796875,NA,NA,NA,0
"607","644",NA,0,0,97,NA,NA,8,0,374.7222519375,NA,1.3125,NA,0.8062505,NA,2.2890625,NA,NA,NA,0
"608","645",NA,0,0,49,NA,NA,8,0,0,NA,1,NA,0.777222166666667,-0.833333333333333,5.77083333333333,NA,NA,NA,0
"609","646",NA,0,0,27,NA,NA,8,0,249.82852905,NA,6,NA,0.63499975,NA,-0.578125,NA,NA,NA,0
"610","647",NA,0,0,70,NA,NA,8,0,0,NA,-15.5,NA,NA,NA,NA,NA,NA,NA,0
"611","648",0.63117,0,0.139773833333333,46,20,NA,9,0,167.325904666667,NA,18.25,18.25,1.0038895,NA,0.3125,-12.1201677022,1.70436152522333,0.6611889313555,0
"612","649",NA,0,NA,40,NA,NA,8,0,0.182413484615385,NA,8.46153846153846,NA,0.702692230769231,7.5,4.25480769230769,NA,NA,NA,0
"614","650",NA,0,0,32,NA,NA,8,0,999,NA,17.4285714285714,NA,0.625,-9.57142857142857,2.94642857142857,NA,NA,NA,0
"615","651",NA,0,0,70,NA,NA,8,0,999,NA,12.5,NA,-99903,-99903,-99903,NA,NA,NA,0
"616","652",NA,0,0,73,NA,NA,8,0,0,NA,1.58333333333333,NA,0.6794445,-2.91666666666667,4.54166666666667,NA,NA,NA,0
"617","653",NA,0,0,70.6666666666667,NA,NA,8,0,0,NA,10.8333333333333,NA,0.881665666666667,-33304.3333333333,-1.02083333333333,NA,NA,NA,0
"618","654",NA,0,0,17,NA,NA,8,0,0.0957017333333333,NA,5.91666666666667,NA,0.462777833333333,13.5833333333333,2.13541666666667,NA,NA,NA,0
"619","655",NA,0,0,73,NA,NA,8,0,83.29179704,NA,12.1666666666667,NA,0.515278083333333,-41621.5833333333,0.671875,NA,NA,NA,0
"620","656",NA,0,0,91,NA,NA,8,0,166.59184115,NA,4,NA,0.763889666666667,4.08333333333333,6.57291666666667,NA,NA,NA,0
"621","657",7.22446333333333,24.4,2.98141583333333,4.75,NA,NA,9.58333333333333,0,333.60105675,NA,28.2916666666667,NA,-24975.00763925,-41628.625,-24975.6458333333,NA,NA,NA,24.4
"622","658",NA,0,0,97,NA,NA,8,0,999,NA,6,NA,1.05167,NA,3.125,NA,NA,NA,0
"623","659",NA,0,0,69,NA,NA,8,0,0.16656978,NA,1.9,NA,0.779,11.7,1.5,NA,NA,NA,0
"625","660",2.17079333333333,4.8,0.955994285714286,48.5714285714286,NA,NA,8.5,0,0.351757,NA,20.1428571428571,NA,-21407.0122611429,-21399.9642857143,-21407.4464285714,NA,NA,NA,4.8
"626","661",NA,0,0,44,NA,NA,8.33333333333333,0,333.553528333333,NA,10.3333333333333,NA,NA,NA,NA,NA,NA,NA,0
"627","662",13.7339366666667,0,6.86696833333333,15,NA,NA,3.83333333333333,0,0.749995916666667,NA,24.25,NA,0.9733335,NA,-0.208333333333333,NA,NA,NA,0
"628","663",NA,0,0,85,NA,NA,8,0,499.5,NA,-13.625,NA,0.98750075,12.875,-1.125,NA,NA,NA,0
"629","664",1.10174175,0,0.2235371875,74.375,NA,NA,7.53125,0,62.859045096875,NA,12.296875,NA,0.938646125,NA,1.361328125,NA,NA,NA,0
"630","665",NA,0,0,8,NA,NA,8,0,0.0329675833333333,NA,-3.16666666666667,NA,1.05167,NA,7.66666666666667,NA,NA,NA,0
"631","666",0.834874846153846,0,0.620960882352941,90.8235294117647,20.8235294117647,NA,8.82352941176471,0,0.902519117647059,NA,20.8235294117647,20.8235294117647,1.01598035294118,NA,0.455882352941176,-11.6076008211541,1.74785330568941,0.679994215620588,0
"632","667",2.44970744444444,3.6,0.248810428571429,10.8095238095238,21.7857142857143,22.1428571428571,7.85714285714286,0,0.787706038095238,NA,21.6904761904762,21.6904761904762,0.981349476190476,NA,1.19940476190476,NA,NA,NA,3.6
"633","668",NA,0,0,59,NA,NA,8,0,0.03679446,NA,-5.7,NA,NA,NA,NA,NA,NA,NA,0
"634","669",NA,0.3,0,65,NA,NA,8.33333333333333,0,999,NA,14.6666666666667,NA,-33300.2988866667,NA,-33296.5416666667,NA,NA,NA,0.3
"636","670",NA,0,0,64,NA,NA,8,0,0,NA,1.5,NA,0.768333,0,0.0625,NA,NA,NA,0
"637","671",NA,0,0,8,NA,NA,8,0,666.089125666667,NA,6,NA,0.921667666666667,NA,4.29166666666667,NA,NA,NA,0
"638","672",NA,0,0,53,NA,NA,8,0,999,NA,8.85714285714286,NA,0.794047571428571,-2.14285714285714,2.0625,NA,NA,NA,0
"639","673",NA,0,0,45,NA,NA,8,0,999,NA,-3.25,NA,0.8966665,NA,-7.21875,NA,NA,NA,0
"640","674",NA,0,0,54.2857142857143,NA,NA,8,0,713.571428571429,NA,-4.5,NA,0.857381285714286,NA,-1.03571428571429,NA,NA,NA,0
"641","675",NA,0,0,23,NA,NA,8,0,0.15,NA,20,NA,-99903,-99903,-99903,NA,NA,NA,0
"642","676",NA,0,0,84,NA,NA,8,0,0.0839735946153846,NA,1.92307692307692,NA,0.768076923076923,NA,2.27884615384615,NA,NA,NA,0
"643","677",0.5405834,0.5,0.21512252173913,71.8260869565217,NA,NA,4.39130434782609,0,87.6755619565217,NA,19.3478260869565,NA,0.979347956521739,NA,0.494565217391304,NA,NA,NA,0.5
"644","678",NA,0,0,34.3333333333333,NA,NA,8,0,666.020409466667,NA,4.83333333333333,NA,NA,NA,NA,NA,NA,NA,0
"645","679",NA,0,0,77,NA,7.5,8,0,0.882977,NA,5.5,NA,1.05167,NA,-1.25,NA,NA,NA,0
"647","680",NA,0,0,1,NA,NA,8,0,0,NA,8.5,NA,0.641667,NA,3.5,NA,NA,NA,0
"648","681",0.646159615384615,28,0.2722154,34.3333333333333,NA,NA,6.16666666666667,0,0.771363333333333,NA,20.0166666666667,NA,0.990223066666667,-16652.3666666667,-0.108333333333333,NA,NA,NA,28
"649","682",0.750772076923077,0.8,NA,30.8421052631579,NA,NA,8.55263157894737,0,0.591958552631579,NA,16.4078947368421,NA,0.989474078947368,NA,0.692434210526316,NA,NA,NA,0.8
"650","683",NA,0,0,0,NA,NA,8,0,749.25474265,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,0
"651","684",NA,0,0,91,NA,NA,8,0,249.914162925,NA,4.25,NA,0.76916725,NA,0.859375,NA,NA,NA,0
"652","685",NA,0,0,99,NA,NA,8,0,999,NA,-3,NA,1.05167,NA,4.1875,NA,NA,NA,0
"653","686",0.372215,0,0.391715,90,21,14,9,0,0.923431,7.36181e-05,21,21,0.998333,-7,1.0625,-12.0734156476,2.01001642745,0.787559761563,0
"654","687",NA,0,0,42,NA,NA,8,0,999,NA,10.5,NA,1.00167,NA,0,NA,NA,NA,0
"655","688",NA,0,0,82,NA,NA,8,0,0,NA,-0.75,NA,NA,-3.75,NA,NA,NA,NA,0
"656","689",NA,0,0,79,NA,NA,7.8,0,0.141987617,NA,12.2,NA,0.7573329,NA,1.7125,NA,NA,NA,0
"658","690",NA,0,0,43,NA,NA,8,0,999,NA,16.75,NA,0.6505555,3.33333333333333,0.75,NA,NA,NA,0
"659","691",NA,0,0,63,NA,NA,8,0,0,NA,-0.136363636363636,-99903,0.784091727272727,-4.18181818181818,3.55113636363636,NA,NA,NA,0
"660","692",NA,0,0,76,NA,NA,8,0,142.814916092857,NA,3.25,NA,0.765476357142857,-4.71428571428571,4.90625,NA,NA,NA,0
"661","693",NA,0,0,28,NA,NA,8,0,666.003029893333,NA,-4.66666666666667,NA,NA,NA,NA,NA,NA,NA,0
"662","694",NA,0,0,19,NA,NA,8,0,666.0097857,NA,-0.833333333333333,NA,1.01944666666667,NA,5.25,NA,NA,NA,0
"663","695",NA,0.3,0,92,NA,NA,4.5,0,0.4256175,NA,18,NA,0.985,-49952.5,1.15625,NA,NA,NA,0.3
"664","696",NA,0,0,94,NA,NA,7.33333333333333,0,0.422838783333333,NA,5.75,NA,0.7566665,-14.0833333333333,4.29166666666667,NA,NA,NA,0
"665","697",NA,0,0,73,NA,NA,8,0,0,NA,-0.6,NA,0.788334,NA,2.9375,NA,NA,NA,0
"666","698",0.326225,0.5,0.0630182727272727,38.2727272727273,NA,NA,8.09090909090909,0,0.762567727272727,NA,14.8636363636364,NA,1.02378990909091,NA,-0.142045454545455,NA,NA,NA,0.5
"667","699",NA,0,0,69,NA,NA,8,0,0,NA,0.5,NA,0.9950015,NA,2.0625,NA,NA,NA,0
"670","700",NA,0,0,28,NA,NA,8,0,499.5704575,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"671","701",NA,0,0,26,NA,NA,2.45454545454545,0,0.670452545454545,NA,13.7727272727273,NA,0.977726909090909,2.40909090909091,1.03409090909091,NA,NA,NA,0
"672","702",NA,0,0,45,NA,NA,8,0,0.020399896,NA,8.5,NA,0.6403332,-99901,4.025,NA,NA,NA,0
"673","703",NA,0,0,13,NA,NA,8,0,0.163168271428571,NA,5,NA,0.621666714285714,9,1.20535714285714,NA,NA,NA,0
"674","704",NA,0,0,82,NA,NA,2.75,0,250.430181,NA,9.625,NA,1.01583425,NA,-0.5625,NA,NA,NA,0
"675","705",NA,0,0,22,NA,NA,8,0,285.485133242857,NA,-5,NA,0.791667142857143,NA,-0.232142857142857,NA,NA,NA,0
"676","706",NA,0,0,47,NA,NA,8,0,0.171598966666667,NA,4.5,NA,0.996112333333333,NA,3.41666666666667,NA,NA,NA,0
"677","707",NA,0,0,93,NA,NA,8,0,0,NA,-2.5,NA,0.741667,NA,-0.25,NA,NA,NA,0
"678","708",6.86872336363636,2,2.56774364285714,24.1071428571429,NA,NA,6.5,0,72.0202254392857,NA,17.0178571428571,NA,0.993096321428572,NA,0.506696428571429,NA,NA,NA,2
"679","709",NA,0,0,61.3333333333333,NA,NA,8.16666666666667,0,666.14715915,NA,0.833333333333333,NA,0.94,NA,2.66666666666667,NA,NA,NA,0
"681","710",NA,1967,0,53.2,NA,NA,8,0,199.9982676,NA,4.6,NA,1.0283346,NA,-0.1875,NA,NA,NA,1967
"682","711",NA,0,0,48,NA,NA,8,0,999,NA,-0.833333333333333,NA,0.822777666666667,NA,-0.25,NA,NA,NA,0
"683","712",NA,0.3,0.178044555555556,52.1111111111111,19.7962962962963,20.7407407407407,8.59259259259259,0,0.832567296296296,NA,19.537037037037,19.537037037037,0.987715888888889,NA,0.525462962962963,NA,NA,NA,0.3
"684","713",NA,0,0,56,NA,NA,8,0,999,NA,-3.41666666666667,NA,0.812222166666667,8,2.98958333333333,NA,NA,NA,0
"685","714",0.136509,0,0.0682545,50,9.5,8.75,1,0,0.9106205,NA,9.5,9.5,0.9933335,-7.25,-0.4375,NA,NA,NA,0
"686","715",0.9346238,0,0.602926125,51.5,19.6875,20.8125,9,0,0.86785175,NA,19.0625,19.0625,0.9850005,-12488.375,0.078125,-11.7349004136438,1.6420760809875,0.639893318244375,0
"687","716",NA,0,0,97,NA,NA,8,0,166.51572935,NA,7.91666666666667,NA,0.633333333333333,-99901,4.26041666666667,NA,NA,NA,0
"688","717",NA,0,0,11,NA,NA,8,0,999,NA,12,NA,1.05167,-99901,1.8125,NA,NA,NA,0
"689","718",NA,0,0,1,NA,NA,8,0,0.0300690914285714,NA,-3.78571428571429,NA,0.476428428571429,1.14285714285714,0.580357142857143,NA,NA,NA,0
"690","719",NA,0,0,54,NA,NA,8,0,0,NA,-10.5,NA,1.02833,NA,-6.9375,NA,NA,NA,0
"692","720",NA,0,0,16,NA,NA,8,0,0,NA,11,NA,0.7005555,1.5,2.16666666666667,NA,NA,NA,0
"693","721",NA,0,0,17,NA,NA,6.71428571428571,0,0.408767185714286,NA,8.92857142857143,NA,0.961667,-0.571428571428571,1.91964285714286,NA,NA,NA,0
"694","722",NA,0,0,45,NA,NA,8,0,0.0616351,NA,14,NA,0.623333333333333,-7.08333333333333,-2.03125,NA,NA,NA,0
"695","723",NA,0,0,21,NA,NA,8,0,0.20147335,NA,11.3333333333333,NA,0.4355555,14.9166666666667,1.33333333333333,NA,NA,NA,0
"696","724",2.1631815,0,1.125055375,47.5625,NA,NA,9.125,0,0.7432651875,NA,24.6875,NA,-18731.016354375,-18736.65625,-18731.38671875,NA,NA,NA,0
"697","725",NA,0,0,95,NA,NA,8,0,399.64595118,NA,-0.8,NA,NA,NA,NA,NA,NA,NA,0
"698","726",1.5495665,0,0.392174714285714,45.1428571428571,NA,NA,8.71428571428571,0,143.499190428571,NA,15.3571428571429,NA,1.01404757142857,-99901,1.4375,NA,NA,NA,0
"699","727",NA,0,0,23,NA,NA,8,0,999,NA,13.5,NA,1.05167,-99901,-0.1875,NA,NA,NA,0
"700","728",NA,0,0,80,NA,NA,7.11111111111111,0,111.268396044444,NA,20.6111111111111,NA,0.865370333333333,-5.55555555555556,1.51388888888889,NA,NA,NA,0
"701","729",NA,0,0,88,NA,NA,8.66666666666667,0,999,NA,20.6666666666667,NA,-99903,-99903,-99903,NA,NA,NA,0
"703","730",NA,0,0,45,NA,NA,8,0,0,NA,7.08333333333333,NA,1.00944533333333,NA,0.34375,NA,NA,NA,0
"704","731",NA,0,0,12,NA,NA,8,0,570.866640514286,NA,-7.64285714285714,NA,1.05167,NA,5.66964285714286,NA,NA,NA,0
"705","732",1.84680115,2,1.20313177142857,44.4857142857143,NA,NA,8.42857142857143,0,86.2310824885714,NA,21.8,NA,1.01138168571429,NA,0.558928571428571,NA,NA,NA,2
"706","733",NA,0,0,91.2142857142857,NA,NA,7.85714285714286,0,0.367669421428571,NA,6.42857142857143,NA,0.925714857142857,NA,3.07142857142857,NA,NA,NA,0
"707","734",NA,0.3,0,72,NA,NA,5.92857142857143,0,0.375066222857143,NA,2.57142857142857,NA,0.837857,-4.35714285714286,-0.183035714285714,NA,NA,NA,0.3
"708","735",NA,0,0,55,NA,NA,8.92307692307692,0,307.750937784615,NA,9.57692307692308,NA,0.976796923076923,NA,1.56730769230769,NA,NA,NA,0
"709","736",NA,0.3,0,16,NA,NA,8.5,0,0.6959525,NA,8.25,NA,0.98833425,-99901,1.53125,NA,NA,NA,0.3
"710","737",NA,0,0,8,NA,NA,6,0,0.4740385,NA,5.41666666666667,NA,0.890000666666667,-14.4166666666667,1.84375,NA,NA,NA,0
"711","738",NA,0,0,80.2857142857143,NA,NA,8,0,428.197872,NA,18.3928571428571,NA,0.556428428571429,NA,1.57589285714286,NA,NA,NA,0
"712","739",NA,0,0,6,NA,NA,8,0,666.0059411,NA,2.66666666666667,NA,0.742778,NA,1.3125,NA,NA,NA,0
"714","740",NA,0,0,7,NA,NA,8,0,272.610327718182,NA,-0.636363636363636,NA,NA,NA,NA,NA,NA,NA,0
"715","741",NA,0,0,43.3333333333333,NA,NA,5.33333333333333,0,166.94822725,NA,7.16666666666667,NA,0.910000666666667,NA,3.02083333333333,NA,NA,NA,0
"716","742",NA,0,0,37,NA,NA,8,0,999,NA,6.42857142857143,NA,0.615952285714286,3,1.36607142857143,NA,NA,NA,0
"717","743",NA,0,0,95,NA,NA,8,0,999,NA,-3.67647058823529,NA,0.855392941176471,NA,4.38235294117647,NA,NA,NA,0
"718","744",0.783414,0,0.270735333333333,41.5833333333333,NA,NA,6.08333333333333,0,42.4480363333333,NA,18.2916666666667,NA,NA,NA,NA,NA,NA,NA,0
"719","745",NA,0,0,58,NA,NA,8,0,0.713021,NA,-2,NA,1.005,-19,-2.625,NA,NA,NA,0
"720","746",NA,0,0,52,NA,NA,8,0,0.104193292857143,NA,2.5,NA,NA,NA,NA,NA,NA,NA,0
"721","747",4.08192377777778,0.8,2.7650223,27.6666666666667,29.75,31.2333333333333,5.93333333333333,0,0.9677136,NA,29.75,29.75,0.977111233333333,-9992.31666666667,0.620833333333333,-9.70733371707233,1.85366209824533,0.7193816611396,0.8
"722","748",0.111081,0,0.03278725,71,11.625,11.125,9,0,0.893951,NA,11.625,11.625,1.02666825,-5.375,0.1875,NA,NA,NA,0
"723","749",NA,0,0,28,NA,NA,8,0,0,NA,-2.28571428571429,NA,0.734523857142857,NA,-0.776785714285714,NA,NA,NA,0
